,Date,Volume,Close
2008-09-15,2008-09-15,19748500,72.1400
2008-09-12,2008-09-12,11378700,73.1500
2008-09-11,2008-09-11,16200400,73.0800
2008-09-10,2008-09-10,19047700,72.3900
2008-09-09,2008-09-09,18542200,71.8900
2008-09-08,2008-09-08,16521200,72.3700
2008-09-05,2008-09-05,11578800,70.7800
2008-09-04,2008-09-04,12298000,70.4400
2008-09-03,2008-09-03,10433900,71.4200
2008-09-02,2008-09-02,11255200,70.4700
2008-08-29,2008-08-29,9569400,69.7700
2008-08-28,2008-08-28,8106700,71.0100
2008-08-27,2008-08-27,8307800,70.0600
2008-08-26,2008-08-26,8432900,69.8400
2008-08-25,2008-08-25,9493700,70.1300
2008-08-22,2008-08-22,11870400,71.6100
2008-08-21,2008-08-21,9722500,69.9000
2008-08-20,2008-08-20,10981000,70.3000
2008-08-19,2008-08-19,12332900,70.7200
2008-08-18,2008-08-18,12509100,71.2700
2008-08-15,2008-08-15,17615400,71.6000
2008-08-14,2008-08-14,9447400,69.7100
2008-08-13,2008-08-13,10701100,69.6000
2008-08-12,2008-08-12,14375000,70.3400
2008-08-11,2008-08-11,10843500,69.4300
2008-08-08,2008-08-08,15116500,69.6300
2008-08-07,2008-08-07,10964600,67.4800
2008-08-06,2008-08-06,13002200,67.7700
2008-08-05,2008-08-05,20383200,67.9700
2008-08-04,2008-08-04,12657600,65.8200
2008-08-01,2008-08-01,11147400,64.9500
2008-07-31,2008-07-31,14043700,65.4800
2008-07-30,2008-07-30,13648100,66.5700
2008-07-29,2008-07-29,16520700,65.5400
2008-07-28,2008-07-28,12599100,63.8300
2008-07-25,2008-07-25,11002700,64.4600
2008-07-24,2008-07-24,11091700,64.5100
2008-07-23,2008-07-23,11255000,64.7000
2008-07-22,2008-07-22,13192200,64.1000
2008-07-21,2008-07-21,9811300,63.6400
2008-07-18,2008-07-18,15478100,63.6700
2008-07-17,2008-07-17,15878800,63.8900
2008-07-16,2008-07-16,19482200,63.8900
2008-07-15,2008-07-15,25356900,64.3500
2008-07-14,2008-07-14,14939400,63.9300
2008-07-11,2008-07-11,21841200,63.4500
2008-07-10,2008-07-10,17753500,64.2200
2008-07-09,2008-07-09,15553100,63.8000
2008-07-08,2008-07-08,18142100,63.6600
2008-07-07,2008-07-07,18716900,62.9100
2008-07-03,2008-07-03,11550400,63.6700
2008-07-02,2008-07-02,18876400,62.6900
2008-07-01,2008-07-01,19060400,61.9800
2008-06-30,2008-06-30,14977700,60.8100
2008-06-27,2008-06-27,21773200,60.4900
2008-06-26,2008-06-26,15244000,62.2500
2008-06-25,2008-06-25,12888400,63.4900
2008-06-24,2008-06-24,11172200,62.8600
2008-06-23,2008-06-23,10507400,62.9300
2008-06-20,2008-06-20,21461900,63.1600
2008-06-19,2008-06-19,11544300,64.9000
2008-06-18,2008-06-18,11511700,65.0000
2008-06-17,2008-06-17,8220900,65.8000
2008-06-16,2008-06-16,12204700,65.9000
2008-06-13,2008-06-13,10941500,66.4500
2008-06-12,2008-06-12,11939500,66.4600
2008-06-11,2008-06-11,12619500,66.2000
2008-06-10,2008-06-10,13803400,66.6600
2008-06-09,2008-06-09,12983000,66.0700
2008-06-06,2008-06-06,16364700,65.3700
2008-06-05,2008-06-05,10784800,66.6700
2008-06-04,2008-06-04,12590900,66.4500
2008-06-03,2008-06-03,11417400,65.4100
2008-06-02,2008-06-02,9980200,65.3600
2008-05-30,2008-05-30,9761700,66.0500
2008-05-29,2008-05-29,10548200,65.4700
2008-05-28,2008-05-28,10195500,64.8700
2008-05-27,2008-05-27,10901600,65.0700
2008-05-23,2008-05-23,8415300,65.2700
2008-05-22,2008-05-22,8639100,65.6200
2008-05-21,2008-05-21,11650300,65.1700
2008-05-20,2008-05-20,11931600,65.8600
2008-05-19,2008-05-19,9182900,66.8600
2008-05-16,2008-05-16,12286200,66.7500
2008-05-15,2008-05-15,11877400,66.3600
2008-05-14,2008-05-14,13205200,65.5000
2008-05-13,2008-05-13,10942500,65.7300
2008-05-12,2008-05-12,11162200,65.3500
2008-05-09,2008-05-09,9756700,65.2100
2008-05-08,2008-05-08,10081900,65.9200
2008-05-07,2008-05-07,13045900,65.8000
2008-05-06,2008-05-06,9819900,66.6500
2008-05-05,2008-05-05,10193200,66.6500
2008-05-02,2008-05-02,13290300,66.8000
2008-05-01,2008-05-01,13493700,67.0300
2008-04-30,2008-04-30,21859500,67.0500
2008-04-29,2008-04-29,16567800,65.9000
2008-04-28,2008-04-28,18166400,66.2100
2008-04-25,2008-04-25,13674700,66.5500
2008-04-24,2008-04-24,12614800,66.8300
2008-04-23,2008-04-23,14184800,67.1700
2008-04-22,2008-04-22,13148900,67.4700
2008-04-21,2008-04-21,10496700,67.8000
2008-04-18,2008-04-18,18345800,67.1700
2008-04-17,2008-04-17,21014000,67.5600
2008-04-16,2008-04-16,19498400,69.2700
2008-04-15,2008-04-15,8604100,70.2300
2008-04-14,2008-04-14,9079300,70.1200
2008-04-11,2008-04-11,11862200,70.0000
2008-04-10,2008-04-10,9656800,70.1800
2008-04-09,2008-04-09,11440400,70.2100
2008-04-08,2008-04-08,8748100,70.6500
2008-04-07,2008-04-07,9465400,70.5100
2008-04-04,2008-04-04,10160300,70.6000
2008-04-03,2008-04-03,9580000,70.4700
2008-04-02,2008-04-02,10209400,70.4800
2008-04-01,2008-04-01,11590300,71.1400
2008-03-31,2008-03-31,13745600,70.0700
2008-03-28,2008-03-28,7432200,69.4400
2008-03-27,2008-03-27,11899700,69.4100
2008-03-26,2008-03-26,8431200,69.6400
2008-03-25,2008-03-25,10581200,69.5400
2008-03-24,2008-03-24,10100000,69.9700
2008-03-20,2008-03-20,16523000,69.3700
2008-03-19,2008-03-19,15093900,67.8100
2008-03-18,2008-03-18,14680900,68.5400
2008-03-17,2008-03-17,17066600,67.0500
2008-03-14,2008-03-14,19283500,66.7400
2008-03-13,2008-03-13,16206400,67.3600
2008-03-12,2008-03-12,9641200,67.0400
2008-03-11,2008-03-11,14169500,66.6600
2008-03-10,2008-03-10,13774100,65.7600
2008-03-07,2008-03-07,13753900,65.8000
2008-03-06,2008-03-06,9957900,66.5100
2008-03-05,2008-03-05,11694500,66.7024
2008-03-04,2008-03-04,16500300,66.0500
2008-03-03,2008-03-03,11568500,66.3500
2008-02-29,2008-02-29,14640200,66.1800
2008-02-28,2008-02-28,11149300,66.9700
2008-02-27,2008-02-27,11769800,67.2100
2008-02-26,2008-02-26,11259700,67.6800
2008-02-25,2008-02-25,11879700,66.6800
2008-02-22,2008-02-22,11139700,66.2100
2008-02-21,2008-02-21,11931400,65.9600
2008-02-20,2008-02-20,10843400,66.1700
2008-02-19,2008-02-19,10404000,66.3100
2008-02-15,2008-02-15,11755100,66.3000
2008-02-14,2008-02-14,10952100,66.6300
2008-02-13,2008-02-13,11051700,67.0000
2008-02-12,2008-02-12,11107400,67.1600
2008-02-11,2008-02-11,10332800,66.0000
2008-02-08,2008-02-08,9271000,65.0200
2008-02-07,2008-02-07,16197800,65.7700
2008-02-06,2008-02-06,13839800,65.3100
2008-02-05,2008-02-05,14270600,65.0400
2008-02-04,2008-02-04,10343000,66.1500
2008-02-01,2008-02-01,12166500,66.0500
2008-01-31,2008-01-31,19878500,65.4200
2008-01-30,2008-01-30,12264900,65.0900
2008-01-29,2008-01-29,12683500,64.6800
2008-01-28,2008-01-28,12868600,65.2900
2008-01-25,2008-01-25,13000400,65.3100
2008-01-24,2008-01-24,12026900,66.1500
2008-01-23,2008-01-23,18489400,66.2400
2008-01-22,2008-01-22,25636100,65.1300
2008-01-18,2008-01-18,17975000,67.1500
2008-01-17,2008-01-17,15130900,68.0700
2008-01-16,2008-01-16,14936800,68.8400
2008-01-15,2008-01-15,12660600,69.7000
2008-01-14,2008-01-14,13145800,70.2900
2008-01-11,2008-01-11,18046500,70.1800
2008-01-10,2008-01-10,13039700,72.4800
2008-01-09,2008-01-09,14875400,72.5400
2008-01-08,2008-01-08,17169100,72.6800
2008-01-07,2008-01-07,11916000,72.4900
2008-01-04,2008-01-04,10049000,72.0200
2008-01-03,2008-01-03,11162800,72.3100
2008-01-02,2008-01-02,12255300,72.3100
2007-12-31,2007-12-31,7996700,73.4200
2007-12-28,2007-12-28,6637900,74.2500
2007-12-27,2007-12-27,6901300,73.8900
2007-12-26,2007-12-26,6433800,74.0400
2007-12-24,2007-12-24,2827000,73.9400
2007-12-21,2007-12-21,16176800,74.0800
2007-12-20,2007-12-20,7362200,73.1900
2007-12-19,2007-12-19,8169000,72.9800
2007-12-18,2007-12-18,10732100,72.8400
2007-12-17,2007-12-17,13268800,73.2400
2007-12-14,2007-12-14,13648100,73.9000
2007-12-13,2007-12-13,10568700,74.4000
2007-12-12,2007-12-12,13647300,74.6700
2007-12-11,2007-12-11,13287400,73.8400
2007-12-10,2007-12-10,6521600,74.3300
2007-12-07,2007-12-07,7692200,74.1200
2007-12-06,2007-12-06,8469600,74.1800
2007-12-05,2007-12-05,9682600,73.8100
2007-12-04,2007-12-04,9185600,73.2900
2007-12-03,2007-12-03,9036200,73.5200
2007-11-30,2007-11-30,13784500,74.0000
2007-11-29,2007-11-29,7878900,74.1500
2007-11-28,2007-11-28,13638700,73.9100
2007-11-27,2007-11-27,13090300,73.1300
2007-11-26,2007-11-26,13661100,72.1900
2007-11-23,2007-11-23,4592500,72.8600
2007-11-21,2007-11-21,10381700,72.2600
2007-11-20,2007-11-20,12771000,73.2100
2007-11-19,2007-11-19,11337900,72.8200
2007-11-16,2007-11-16,15145900,73.1900
2007-11-15,2007-11-15,11440000,71.8300
2007-11-14,2007-11-14,11907300,71.5400
2007-11-13,2007-11-13,12264600,71.5700
2007-11-12,2007-11-12,10793800,70.7700
2007-11-09,2007-11-09,11899000,70.4200
2007-11-08,2007-11-08,14437100,70.8400
2007-11-07,2007-11-07,11873500,69.4200
2007-11-06,2007-11-06,8733700,70.4700
2007-11-05,2007-11-05,12740000,70.1800
2007-11-02,2007-11-02,11447900,69.5500
2007-11-01,2007-11-01,15104800,68.5900
2007-10-31,2007-10-31,14144500,69.5200
2007-10-30,2007-10-30,25799200,68.9500
2007-10-29,2007-10-29,11479700,71.8300
2007-10-26,2007-10-26,9320000,71.7500
2007-10-25,2007-10-25,10406100,71.3500
2007-10-24,2007-10-24,10096300,71.3800
2007-10-23,2007-10-23,7704700,71.2600
2007-10-22,2007-10-22,9040800,71.0600
2007-10-19,2007-10-19,15979700,70.8000
2007-10-18,2007-10-18,8079900,70.9000
2007-10-17,2007-10-17,11854600,70.5900
2007-10-16,2007-10-16,9637700,70.8200
2007-10-15,2007-10-15,8233500,71.0000
2007-10-12,2007-10-12,8210600,71.7000
2007-10-11,2007-10-11,9204200,71.7700
2007-10-10,2007-10-10,7719800,71.4000
2007-10-09,2007-10-09,8256800,71.0800
2007-10-08,2007-10-08,6046800,70.7100
2007-10-05,2007-10-05,10286200,70.8300
2007-10-04,2007-10-04,11694600,70.8300
2007-10-03,2007-10-03,8697700,70.4100
2007-10-02,2007-10-02,9366500,70.7300
2007-10-01,2007-10-01,11500200,70.9100
2007-09-28,2007-09-28,9747600,70.3400
2007-09-27,2007-09-27,8618800,70.1000
2007-09-26,2007-09-26,10491400,70.5100
2007-09-25,2007-09-25,9845200,69.8500
2007-09-24,2007-09-24,11617600,69.8000
2007-09-21,2007-09-21,16085200,69.3900
2007-09-20,2007-09-20,9045200,68.9800
2007-09-19,2007-09-19,15034600,68.7900
2007-09-18,2007-09-18,15487900,68.6800
2007-09-17,2007-09-17,10281900,67.9500
2007-09-14,2007-09-14,8319800,67.8100
2007-09-13,2007-09-13,8547100,67.4600
2007-09-12,2007-09-12,9591100,67.3100
2007-09-11,2007-09-11,12452300,66.9900
2007-09-10,2007-09-10,8823000,65.9000
2007-09-07,2007-09-07,11491200,65.4700
2007-09-06,2007-09-06,11114600,66.1100
2007-09-05,2007-09-05,8978200,65.4600
2007-09-04,2007-09-04,8808600,65.4500
2007-08-31,2007-08-31,8392900,65.3100
2007-08-30,2007-08-30,8297200,65.0100
2007-08-29,2007-08-29,8875500,65.1200
2007-08-28,2007-08-28,10828200,64.7000
2007-08-27,2007-08-27,7794300,65.2300
2007-08-24,2007-08-24,8496800,65.9300
2007-08-23,2007-08-23,10711600,65.0400
2007-08-22,2007-08-22,9600400,64.7400
2007-08-21,2007-08-21,9745800,64.4600
2007-08-20,2007-08-20,9519000,65.0100
2007-08-17,2007-08-17,19957300,65.3500
2007-08-16,2007-08-16,22611500,64.0300
2007-08-15,2007-08-15,12162400,63.4800
2007-08-14,2007-08-14,10928800,63.7200
2007-08-13,2007-08-13,15379400,64.2800
2007-08-10,2007-08-10,17234900,65.3900
2007-08-09,2007-08-09,19540900,64.9700
2007-08-08,2007-08-08,13785200,65.1600
2007-08-07,2007-08-07,19227700,65.2300
2007-08-06,2007-08-06,18583700,65.0000
2007-08-03,2007-08-03,20336700,62.8800
2007-08-02,2007-08-02,11878500,63.3000
2007-08-01,2007-08-01,14824200,63.1600
2007-07-31,2007-07-31,15470800,61.8600
2007-07-30,2007-07-30,14882700,63.2700
2007-07-27,2007-07-27,16874600,62.8200
2007-07-26,2007-07-26,22062300,62.5600
2007-07-25,2007-07-25,13581900,62.9800
2007-07-24,2007-07-24,14793500,62.9600
2007-07-23,2007-07-23,9577000,63.3400
2007-07-20,2007-07-20,12207800,62.1500
2007-07-19,2007-07-19,8714300,62.7900
2007-07-18,2007-07-18,11066000,62.5900
2007-07-17,2007-07-17,13777400,62.6800
2007-07-16,2007-07-16,12873100,63.1500
2007-07-13,2007-07-13,12006400,62.6600
2007-07-12,2007-07-12,17559900,62.9300
2007-07-11,2007-07-11,12056600,61.5600
2007-07-10,2007-07-10,12677700,61.0300
2007-07-09,2007-07-09,12073500,61.5200
2007-07-06,2007-07-06,8197100,61.4800
2007-07-05,2007-07-05,11880600,61.6700
2007-07-03,2007-07-03,5091700,61.7900
2007-07-02,2007-07-02,9868700,61.7400
2007-06-29,2007-06-29,11984900,61.1900
2007-06-28,2007-06-28,9235900,61.3600
2007-06-27,2007-06-27,10475800,61.4300
2007-06-26,2007-06-26,14784000,61.1900
2007-06-25,2007-06-25,11690800,61.0800
2007-06-22,2007-06-22,19720000,61.0300
2007-06-21,2007-06-21,13153300,61.8800
2007-06-20,2007-06-20,18520400,61.9400
2007-06-19,2007-06-19,19293000,61.8200
2007-06-18,2007-06-18,15244900,61.7700
2007-06-15,2007-06-15,17155500,62.5700
2007-06-14,2007-06-14,11103000,62.4200
2007-06-13,2007-06-13,15511000,62.3700
2007-06-12,2007-06-12,10403400,62.1600
2007-06-11,2007-06-11,8119600,63.0500
2007-06-08,2007-06-08,15468500,63.0700
2007-06-07,2007-06-07,21180400,62.3200
2007-06-06,2007-06-06,9903700,63.1900
2007-06-05,2007-06-05,13480400,63.4600
2007-06-04,2007-06-04,11481300,63.1900
2007-06-01,2007-06-01,9025800,63.4800
2007-05-31,2007-05-31,8615300,63.5500
2007-05-30,2007-05-30,10316200,63.8500
2007-05-29,2007-05-29,9891900,63.6500
2007-05-25,2007-05-25,9440800,62.9600
2007-05-24,2007-05-24,8971500,62.8700
2007-05-23,2007-05-23,7685800,63.1000
2007-05-22,2007-05-22,9681300,63.0000
2007-05-21,2007-05-21,9699500,63.2700
2007-05-18,2007-05-18,16434000,63.4800
2007-05-17,2007-05-17,10088800,63.3700
2007-05-16,2007-05-16,15809800,63.3200
2007-05-15,2007-05-15,14855900,62.0700
2007-05-14,2007-05-14,8754800,61.7200
2007-05-11,2007-05-11,8479000,61.6500
2007-05-10,2007-05-10,14107600,61.4900
2007-05-09,2007-05-09,10520000,62.0100
2007-05-08,2007-05-08,16578900,61.7500
2007-05-07,2007-05-07,12124700,62.1800
2007-05-04,2007-05-04,12431700,62.4100
2007-05-03,2007-05-03,17770600,62.0000
2007-05-02,2007-05-02,19498800,62.3700
2007-05-01,2007-05-01,18845800,62.9600
2007-04-30,2007-04-30,19243300,64.4000
2007-04-27,2007-04-27,9744800,62.9800
2007-04-26,2007-04-26,9165200,62.9900
2007-04-25,2007-04-25,7323400,63.5300
2007-04-24,2007-04-24,10107400,63.3800
2007-04-23,2007-04-23,6754000,63.6300
2007-04-20,2007-04-20,18753200,63.8000
2007-04-19,2007-04-19,8840500,63.6200
2007-04-18,2007-04-18,8303800,63.7600
2007-04-17,2007-04-17,12344700,63.9000
2007-04-16,2007-04-16,8574400,63.7300
2007-04-13,2007-04-13,6548000,63.3800
2007-04-12,2007-04-12,7570100,63.5200
2007-04-11,2007-04-11,9100200,63.0400
2007-04-10,2007-04-10,6554400,63.2100
2007-04-09,2007-04-09,7690700,63.2600
2007-04-05,2007-04-05,6453000,63.0000
2007-04-04,2007-04-04,9728200,63.0500
2007-04-03,2007-04-03,11410000,62.9000
2007-04-02,2007-04-02,6484000,63.0200
2007-03-30,2007-03-30,8527800,63.1600
2007-03-29,2007-03-29,5366300,63.2600
2007-03-28,2007-03-28,7296800,63.0100
2007-03-27,2007-03-27,8039100,63.2700
2007-03-26,2007-03-26,7491800,63.9000
2007-03-23,2007-03-23,7081600,63.8000
2007-03-22,2007-03-22,14690800,63.8500
2007-03-21,2007-03-21,8562700,62.9600
2007-03-20,2007-03-20,6516400,62.2800
2007-03-19,2007-03-19,5646600,61.9800
2007-03-16,2007-03-16,12357900,61.6100
2007-03-15,2007-03-15,12711000,61.9100
2007-03-14,2007-03-14,10522000,61.3600
2007-03-13,2007-03-13,11281200,61.1700
2007-03-12,2007-03-12,5979700,62.0900
2007-03-09,2007-03-09,9194400,62.1600
2007-03-08,2007-03-08,8996800,62.3100
2007-03-07,2007-03-07,10622400,62.0800
2007-03-06,2007-03-06,11971600,62.9400
2007-03-05,2007-03-05,9904800,62.7900
2007-03-02,2007-03-02,9275000,63.1600
2007-03-01,2007-03-01,11245000,63.6800
2007-02-28,2007-02-28,17275300,63.4900
2007-02-27,2007-02-27,16527200,61.2500
2007-02-26,2007-02-26,6545300,64.4400
2007-02-23,2007-02-23,5536700,64.8200
2007-02-22,2007-02-22,6321700,64.7100
2007-02-21,2007-02-21,5655600,64.6900
2007-02-20,2007-02-20,9201400,64.8800
2007-02-16,2007-02-16,8158200,65.0700
2007-02-15,2007-02-15,5174100,64.9900
2007-02-14,2007-02-14,5969000,64.8800
2007-02-13,2007-02-13,8843900,64.7100
2007-02-12,2007-02-12,8014100,64.1600
2007-02-09,2007-02-09,5252100,64.4300
2007-02-08,2007-02-08,5783700,64.5900
2007-02-07,2007-02-07,6747400,64.4800
2007-02-06,2007-02-06,8342400,64.5900
2007-02-05,2007-02-05,6368900,65.1500
2007-02-02,2007-02-02,6379400,65.3400
2007-02-01,2007-02-01,8122900,65.3400
2007-01-31,2007-01-31,8933600,64.8700
2007-01-30,2007-01-30,12003400,64.5900
2007-01-29,2007-01-29,9458300,64.8800
2007-01-26,2007-01-26,6829500,64.8600
2007-01-25,2007-01-25,6800500,64.9200
2007-01-24,2007-01-24,6366500,65.5100
2007-01-23,2007-01-23,5763600,65.6400
2007-01-22,2007-01-22,9324800,65.7200
2007-01-19,2007-01-19,9241500,66.0900
2007-01-18,2007-01-18,8679900,65.5400
2007-01-17,2007-01-17,11403700,65.3600
2007-01-16,2007-01-16,10397100,65.0000
2007-01-12,2007-01-12,7904200,65.0000
2007-01-11,2007-01-11,6593000,64.6400
2007-01-10,2007-01-10,8139400,64.2400
2007-01-09,2007-01-09,10823800,63.4800
2007-01-08,2007-01-08,11068200,63.6400
2007-01-05,2007-01-05,9907900,63.5000
2007-01-04,2007-01-04,8711400,64.0500
2007-01-03,2007-01-03,9717900,64.5400
2006-12-29,2006-12-29,4421700,64.2700
2006-12-28,2006-12-28,3901900,64.4800
2006-12-27,2006-12-27,5246800,64.4200
2006-12-26,2006-12-26,4020000,64.1900
2006-12-22,2006-12-22,4390700,63.8000
2006-12-21,2006-12-21,6066400,64.0500
2006-12-20,2006-12-20,4477700,64.4700
2006-12-19,2006-12-19,6102700,64.3900
2006-12-18,2006-12-18,5769300,64.1600
2006-12-15,2006-12-15,11542200,64.1100
2006-12-14,2006-12-14,5850500,63.3500
2006-12-13,2006-12-13,6102100,63.4000
2006-12-12,2006-12-12,7022300,63.7000
2006-12-11,2006-12-11,3858400,63.8700
2006-12-08,2006-12-08,4695400,63.8900
2006-12-07,2006-12-07,6999200,63.8000
2006-12-06,2006-12-06,5547900,63.8000
2006-12-05,2006-12-05,6025100,63.5100
2006-12-04,2006-12-04,7083800,63.4200
2006-12-01,2006-12-01,6604400,62.6900
2006-11-30,2006-11-30,9011900,62.7900
2006-11-29,2006-11-29,5767900,63.2100
2006-11-28,2006-11-28,7145800,63.0700
2006-11-27,2006-11-27,7182900,62.8400
2006-11-24,2006-11-24,2288000,63.5300
2006-11-22,2006-11-22,4059300,63.6400
2006-11-21,2006-11-21,5114800,63.2600
2006-11-20,2006-11-20,4624800,63.6900
2006-11-17,2006-11-17,6249100,63.8600
2006-11-16,2006-11-16,4839600,63.5200
2006-11-15,2006-11-15,5559200,63.1200
2006-11-14,2006-11-14,7899400,63.2000
2006-11-13,2006-11-13,6033000,63.2500
2006-11-10,2006-11-10,6891900,63.7000
2006-11-09,2006-11-09,8202400,63.8000
2006-11-08,2006-11-08,9745400,64.0400
2006-11-07,2006-11-07,7796600,64.1100
2006-11-06,2006-11-06,9449400,63.5600
2006-11-03,2006-11-03,5498300,63.4000
2006-11-02,2006-11-02,8152800,63.2700
2006-11-01,2006-11-01,8882000,63.0400
2006-10-31,2006-10-31,14877300,63.3900
2006-10-30,2006-10-30,8786600,63.8100
2006-10-27,2006-10-27,7173400,63.5600
2006-10-26,2006-10-26,6426000,63.5000
2006-10-25,2006-10-25,5911000,63.1300
2006-10-24,2006-10-24,6879500,62.8800
2006-10-23,2006-10-23,7354400,63.2800
2006-10-20,2006-10-20,8001100,62.6800
2006-10-19,2006-10-19,5229600,62.5000
2006-10-18,2006-10-18,7517900,62.5900
2006-10-17,2006-10-17,6684000,61.9400
2006-10-16,2006-10-16,5242700,62.0500
2006-10-13,2006-10-13,7187800,62.1300
2006-10-12,2006-10-12,5931800,62.4100
2006-10-11,2006-10-11,4826500,62.4800
2006-10-10,2006-10-10,7689900,62.7200
2006-10-09,2006-10-09,3882500,62.8500
2006-10-06,2006-10-06,7072300,63.0900
2006-10-05,2006-10-05,8244800,63.5200
2006-10-04,2006-10-04,15044800,63.3400
2006-10-03,2006-10-03,8824800,62.3000
2006-10-02,2006-10-02,4732100,62.0400
2006-09-29,2006-09-29,7232500,61.9800
2006-09-28,2006-09-28,9379800,62.2600
2006-09-27,2006-09-27,8292000,62.7300
2006-09-26,2006-09-26,8944100,62.4800
2006-09-25,2006-09-25,8142500,62.2900
2006-09-22,2006-09-22,6795200,61.8100
2006-09-21,2006-09-21,9904700,61.7400
2006-09-20,2006-09-20,6997800,61.6300
2006-09-19,2006-09-19,7318100,60.9100
2006-09-18,2006-09-18,6676300,60.5000
2006-09-15,2006-09-15,17543900,60.9000
2006-09-14,2006-09-14,8959100,60.7700
2006-09-13,2006-09-13,11058000,60.5600
2006-09-12,2006-09-12,5626800,61.8500
2006-09-11,2006-09-11,9150500,61.9200
2006-09-08,2006-09-08,5725900,61.1400
2006-09-07,2006-09-07,7174000,61.5300
2006-09-06,2006-09-06,4595800,61.4400
2006-09-05,2006-09-05,6288700,61.5600
2006-09-01,2006-09-01,4132300,61.9100
2006-08-31,2006-08-31,6514600,61.9000
2006-08-30,2006-08-30,8797700,61.7500
2006-08-29,2006-08-29,4940800,61.2000
2006-08-28,2006-08-28,6248600,60.9800
2006-08-25,2006-08-25,4492800,60.8700
2006-08-24,2006-08-24,5346300,61.0500
2006-08-23,2006-08-23,4746000,60.9200
2006-08-22,2006-08-22,6521600,61.0500
2006-08-21,2006-08-21,5296500,60.7800
2006-08-18,2006-08-18,6865200,60.3900
2006-08-17,2006-08-17,6589200,60.3400
2006-08-16,2006-08-16,6605100,60.4200
2006-08-15,2006-08-15,6944700,60.4400
2006-08-14,2006-08-14,8069500,59.7600
2006-08-11,2006-08-11,8092500,60.2600
2006-08-10,2006-08-10,8648900,60.2600
2006-08-09,2006-08-09,5617000,59.5400
2006-08-08,2006-08-08,9319300,59.7200
2006-08-07,2006-08-07,6377400,59.4000
2006-08-04,2006-08-04,7888800,59.4500
2006-08-03,2006-08-03,12370500,59.4500
2006-08-02,2006-08-02,17707400,58.2900
2006-08-01,2006-08-01,5850700,55.9300
2006-07-31,2006-07-31,7569000,56.2000
2006-07-28,2006-07-28,5886700,56.8100
2006-07-27,2006-07-27,5572500,56.4400
2006-07-26,2006-07-26,7223500,56.6700
2006-07-25,2006-07-25,6701600,56.8800
2006-07-24,2006-07-24,4482400,56.9000
2006-07-21,2006-07-21,8014400,56.0700
2006-07-20,2006-07-20,5748200,56.6100
2006-07-19,2006-07-19,7938400,56.6400
2006-07-18,2006-07-18,7123000,55.5000
2006-07-17,2006-07-17,6167300,55.8200
2006-07-14,2006-07-14,8959100,55.6600
2006-07-13,2006-07-13,9209400,56.5400
2006-07-12,2006-07-12,7060100,56.6100
2006-07-11,2006-07-11,6104000,57.2500
2006-07-10,2006-07-10,6776600,56.9800
2006-07-07,2006-07-07,6834500,56.5000
2006-07-06,2006-07-06,7215400,56.4500
2006-07-05,2006-07-05,9146100,55.9300
2006-07-03,2006-07-03,4592900,56.3000
2006-06-30,2006-06-30,21154000,55.6000
2006-06-29,2006-06-29,10318500,56.9900
2006-06-28,2006-06-28,6487900,55.7700
2006-06-27,2006-06-27,7336400,55.7500
2006-06-26,2006-06-26,5617900,55.9900
2006-06-23,2006-06-23,6917400,55.7300
2006-06-22,2006-06-22,6121900,55.8500
2006-06-21,2006-06-21,8701300,55.8200
2006-06-20,2006-06-20,11377800,55.5800
2006-06-19,2006-06-19,11238100,54.8700
2006-06-16,2006-06-16,10789100,55.0200
2006-06-15,2006-06-15,8548000,54.8800
2006-06-14,2006-06-14,8757100,54.8300
2006-06-13,2006-06-13,10410600,54.1300
2006-06-12,2006-06-12,5924200,54.3100
2006-06-09,2006-06-09,7723700,54.5300
2006-06-08,2006-06-08,15081400,54.7400
2006-06-07,2006-06-07,8439600,53.2400
2006-06-06,2006-06-06,9189300,53.3700
2006-06-05,2006-06-05,7945800,53.1800
2006-06-02,2006-06-02,8577600,53.9500
2006-06-01,2006-06-01,6941200,54.4800
2006-05-31,2006-05-31,11624100,54.2500
2006-05-30,2006-05-30,6971000,54.3800
2006-05-26,2006-05-26,6442600,55.1300
2006-05-25,2006-05-25,8082600,55.2600
2006-05-24,2006-05-24,9998700,54.8200
2006-05-23,2006-05-23,9505900,54.4900
2006-05-22,2006-05-22,9208200,54.2800
2006-05-19,2006-05-19,16266300,54.1500
2006-05-18,2006-05-18,7772400,54.8900
2006-05-17,2006-05-17,10081100,55.3300
2006-05-16,2006-05-16,11485100,56.0400
2006-05-15,2006-05-15,11531400,55.5700
2006-05-12,2006-05-12,13888800,55.0100
2006-05-11,2006-05-11,12379000,55.6500
2006-05-10,2006-05-10,9617500,56.3400
2006-05-09,2006-05-09,11459800,56.5000
2006-05-08,2006-05-08,14653300,56.3400
2006-05-05,2006-05-05,13405200,55.7300
2006-05-04,2006-05-04,15422400,55.8600
2006-05-03,2006-05-03,28760000,56.2200
2006-05-02,2006-05-02,8489300,58.1100
2006-05-01,2006-05-01,7304700,57.8800
2006-04-28,2006-04-28,8917700,58.2100
2006-04-27,2006-04-27,8826800,58.3800
2006-04-26,2006-04-26,15869100,58.0100
2006-04-25,2006-04-25,22369200,57.2700
2006-04-24,2006-04-24,9313400,56.6000
2006-04-21,2006-04-21,12076800,56.3400
2006-04-20,2006-04-20,15583700,56.2600
2006-04-19,2006-04-19,12877800,56.0700
2006-04-18,2006-04-18,11186200,55.8500
